Date,Region,State,Condition,Temperature_C,Precipitation_mm
2025-06-03,Southern,Karnataka,Clear,26.7,1.1
2025-06-03,Southern,Tamil Nadu,Heavy_Rain,26.3,23.2
2025-06-03,Southern,Kerala,Moderate_Rain,25.7,87.5
2025-06-03,Southern,Andhra Pradesh,Heavy_Rain,27.5,61.0
2025-06-03,Southern,Telangana,Clear,28.6,4.2
2025-06-03,North-Eastern,Assam,Moderate_Rain,29.1,84.5
2025-06-03,North-Eastern,Meghalaya,Clear,28.2,0.2
2025-06-03,North-Eastern,Manipur,Clear,31.7,0.1
2025-06-03,North-Eastern,Nagaland,Moderate_Rain,31.1,45.2
2025-06-03,North-Eastern,Tripura,Moderate_Rain,26.3,77.4
2025-06-04,Northern,Delhi,Clear,32.6,3.2
2025-06-04,Northern,Punjab,Moderate_Rain,30.2,31.7
2025-06-04,Northern,Haryana,Clear,29.3,3.9
2025-06-04,Northern,Himachal Pradesh,Heavy_Rain,30.6,47.6
2025-06-04,Northern,Uttarakhand,Moderate_Rain,25.4,79.6
2025-06-04,Northern,Jammu & Kashmir,Moderate_Rain,29.6,45.4
2025-06-04,Western,Maharashtra,Moderate_Rain,30.4,37.3
2025-06-04,Western,Gujarat,Moderate_Rain,33.6,92.7
2025-06-04,Western,Rajasthan,Clear,28.9,2.6
2025-06-04,Western,Goa,Moderate_Rain,25.9,52.2
2025-06-04,Eastern,West Bengal,Clear,30.3,4.9
2025-06-04,Eastern,Odisha,Heavy_Rain,27.7,32.6
2025-06-04,Eastern,Bihar,Moderate_Rain,30.9,88.7
2025-06-04,Eastern,Jharkhand,Moderate_Rain,34.1,38.2
2025-06-04,Southern,Karnataka,Moderate_Rain,28.5,60.9
2025-06-04,Southern,Tamil Nadu,Moderate_Rain,28.3,27.3
2025-06-04,Southern,Kerala,Clear,31.0,1.4
2025-06-04,Southern,Andhra Pradesh,Moderate_Rain,33.9,79.1
2025-06-04,Southern,Telangana,Moderate_Rain,31.9,82.2
2025-06-04,North-Eastern,Assam,Moderate_Rain,28.6,71.8
2025-06-04,North-Eastern,Meghalaya,Moderate_Rain,29.6,28.4
2025-06-04,North-Eastern,Manipur,Moderate_Rain,32.2,20.5
2025-06-04,North-Eastern,Nagaland,Moderate_Rain,27.1,67.5
2025-06-04,North-Eastern,Tripura,Moderate_Rain,31.5,26.5
2025-06-05,Northern,Delhi,Clear,28.9,1.9
2025-06-05,Northern,Punjab,Moderate_Rain,29.6,93.9
2025-06-05,Northern,Haryana,Moderate_Rain,31.1,23.2
2025-06-05,Northern,Himachal Pradesh,Moderate_Rain,28.8,21.2
2025-06-05,Northern,Uttarakhand,Clear,26.9,0.0
2025-06-05,Northern,Jammu & Kashmir,Moderate_Rain,29.5,93.5
2025-06-05,Western,Maharashtra,Moderate_Rain,29.2,56.0
2025-06-05,Western,Gujarat,Moderate_Rain,29.3,14.6
2025-06-05,Western,Rajasthan,Clear,29.8,3.0
2025-06-05,Western,Goa,Clear,26.4,1.6
2025-06-05,Eastern,West Bengal,Heavy_Rain,33.0,42.5
2025-06-05,Eastern,Odisha,Heavy_Rain,25.7,13.7
2025-06-05,Eastern,Bihar,Heavy_Rain,27.7,59.4
2025-06-05,Eastern,Jharkhand,Heavy_Rain,31.9,93.3
2025-06-05,Southern,Karnataka,Moderate_Rain,31.6,13.6
2025-06-05,Southern,Tamil Nadu,Heavy_Rain,28.4,10.9
2025-06-05,Southern,Kerala,Moderate_Rain,27.4,35.6
2025-06-05,Southern,Andhra Pradesh,Moderate_Rain,30.7,65.6
2025-06-05,Southern,Telangana,Moderate_Rain,28.5,93.5
2025-06-05,North-Eastern,Assam,Moderate_Rain,30.5,23.7
2025-06-05,North-Eastern,Meghalaya,Moderate_Rain,26.7,78.6
2025-06-05,North-Eastern,Manipur,Clear,31.2,1.0
2025-06-05,North-Eastern,Nagaland,Moderate_Rain,32.4,18.2
2025-06-05,North-Eastern,Tripura,Moderate_Rain,26.2,82.9
2025-06-06,Northern,Delhi,Moderate_Rain,27.2,86.1
2025-06-06,Northern,Punjab,Clear,33.9,3.0
2025-06-06,Northern,Haryana,Moderate_Rain,25.0,35.2
2025-06-06,Northern,Himachal Pradesh,Moderate_Rain,33.6,49.2
2025-06-06,Northern,Uttarakhand,Clear,27.3,2.2
2025-06-06,Northern,Jammu & Kashmir,Heavy_Rain,29.4,46.8
2025-06-06,Western,Maharashtra,Moderate_Rain,28.8,76.5
2025-06-06,Western,Gujarat,Clear,32.7,0.1
2025-06-06,Western,Rajasthan,Moderate_Rain,29.9,89.4
2025-06-06,Western,Goa,Moderate_Rain,30.0,39.0
2025-06-06,Eastern,West Bengal,Clear,31.1,4.2
2025-06-06,Eastern,Odisha,Moderate_Rain,25.8,23.0
2025-06-06,Eastern,Bihar,Clear,29.0,0.8
2025-06-06,Eastern,Jharkhand,Moderate_Rain,29.1,38.3
2025-06-06,Southern,Karnataka,Moderate_Rain,34.0,74.3
2025-06-06,Southern,Tamil Nadu,Clear,29.7,3.0
2025-06-06,Southern,Kerala,Heavy_Rain,30.6,71.8
2025-06-06,Southern,Andhra Pradesh,Heavy_Rain,33.0,50.7
2025-06-06,Southern,Telangana,Clear,28.6,2.9
2025-06-06,North-Eastern,Assam,Heavy_Rain,32.2,54.2
2025-06-06,North-Eastern,Meghalaya,Clear,27.5,0.4
2025-06-06,North-Eastern,Manipur,Moderate_Rain,34.1,34.2
2025-06-06,North-Eastern,Nagaland,Moderate_Rain,26.7,53.1
2025-06-06,North-Eastern,Tripura,Moderate_Rain,34.8,86.1
2025-06-07,Northern,Delhi,Moderate_Rain,27.3,14.3
2025-06-07,Northern,Punjab,Moderate_Rain,32.0,18.3
2025-06-07,Northern,Haryana,Heavy_Rain,30.3,32.5
2025-06-07,Northern,Himachal Pradesh,Moderate_Rain,27.9,50.8
2025-06-07,Northern,Uttarakhand,Clear,34.2,1.4
2025-06-07,Northern,Jammu & Kashmir,Moderate_Rain,26.7,46.9
2025-06-07,Western,Maharashtra,Heavy_Rain,25.9,30.9
2025-06-07,Western,Gujarat,Heavy_Rain,32.8,61.5
2025-06-07,Western,Rajasthan,Moderate_Rain,29.7,35.9
2025-06-07,Western,Goa,Clear,27.4,4.5
2025-06-07,Eastern,West Bengal,Moderate_Rain,25.8,64.2
2025-06-07,Eastern,Odisha,Heavy_Rain,32.8,34.2
2025-06-07,Eastern,Bihar,Heavy_Rain,30.5,80.1
2025-06-07,Eastern,Jharkhand,Moderate_Rain,26.5,75.1
2025-06-07,Southern,Karnataka,Moderate_Rain,25.1,32.1
2025-06-07,Southern,Tamil Nadu,Moderate_Rain,30.1,79.0
2025-06-07,Southern,Kerala,Heavy_Rain,33.9,55.1
2025-06-07,Southern,Andhra Pradesh,Clear,25.5,0.7
2025-06-07,Southern,Telangana,Moderate_Rain,27.4,86.2
2025-06-07,North-Eastern,Assam,Moderate_Rain,27.8,61.6
2025-06-07,North-Eastern,Meghalaya,Moderate_Rain,32.1,50.9
2025-06-07,North-Eastern,Manipur,Moderate_Rain,31.1,24.6
2025-06-07,North-Eastern,Nagaland,Heavy_Rain,28.8,16.0
2025-06-07,North-Eastern,Tripura,Heavy_Rain,30.3,35.8
2025-06-08,Northern,Delhi,Clear,29.0,3.4
2025-06-08,Northern,Punjab,Clear,29.7,4.4
2025-06-08,Northern,Haryana,Moderate_Rain,30.8,80.8
2025-06-08,Northern,Himachal Pradesh,Clear,30.2,3.8
2025-06-08,Northern,Uttarakhand,Clear,33.6,0.8
2025-06-08,Northern,Jammu & Kashmir,Moderate_Rain,27.1,82.4
2025-06-08,Western,Maharashtra,Moderate_Rain,26.2,85.8
2025-06-08,Western,Gujarat,Clear,28.0,1.9
2025-06-08,Western,Rajasthan,Heavy_Rain,27.0,38.3
2025-06-08,Western,Goa,Heavy_Rain,32.8,29.4
2025-06-08,Eastern,West Bengal,Moderate_Rain,30.9,50.5
2025-06-08,Eastern,Odisha,Moderate_Rain,28.0,68.4
2025-06-08,Eastern,Bihar,Moderate_Rain,34.0,22.8
2025-06-08,Eastern,Jharkhand,Clear,29.0,1.3
2025-06-08,Southern,Karnataka,Clear,27.0,1.9
2025-06-08,Southern,Tamil Nadu,Moderate_Rain,25.5,47.4
2025-06-08,Southern,Kerala,Moderate_Rain,34.2,90.7
2025-06-08,Southern,Andhra Pradesh,Moderate_Rain,28.5,43.7
2025-06-08,Southern,Telangana,Clear,33.7,4.4
2025-06-08,North-Eastern,Assam,Heavy_Rain,28.5,63.8
2025-06-08,North-Eastern,Meghalaya,Clear,34.8,0.2
2025-06-08,North-Eastern,Manipur,Clear,28.3,0.3
2025-06-08,North-Eastern,Nagaland,Moderate_Rain,26.7,93.0
2025-06-08,North-Eastern,Tripura,Heavy_Rain,32.1,23.1
2025-06-09,Northern,Delhi,Moderate_Rain,30.1,15.4
2025-06-09,Northern,Punjab,Moderate_Rain,29.0,12.2
2025-06-09,Northern,Haryana,Clear,28.3,1.7
2025-06-09,Northern,Himachal Pradesh,Moderate_Rain,30.2,14.6
2025-06-09,Northern,Uttarakhand,Heavy_Rain,32.6,89.5
2025-06-09,Northern,Jammu & Kashmir,Clear,25.4,3.8
2025-06-09,Western,Maharashtra,Heavy_Rain,26.5,99.9
2025-06-09,Western,Gujarat,Clear,32.1,1.7
2025-06-09,Western,Rajasthan,Moderate_Rain,32.6,23.0
2025-06-09,Western,Goa,Moderate_Rain,28.8,18.4
2025-06-09,Eastern,West Bengal,Clear,25.4,1.1
2025-06-09,Eastern,Odisha,Heavy_Rain,26.9,95.8
2025-06-09,Eastern,Bihar,Moderate_Rain,33.3,47.6
2025-06-09,Eastern,Jharkhand,Moderate_Rain,30.7,48.4
2025-06-09,Southern,Karnataka,Moderate_Rain,25.7,10.1
2025-06-09,Southern,Tamil Nadu,Heavy_Rain,29.8,33.9
2025-06-09,Southern,Kerala,Heavy_Rain,34.2,29.7
2025-06-09,Southern,Andhra Pradesh,Moderate_Rain,29.9,93.2
2025-06-09,Southern,Telangana,Heavy_Rain,33.1,70.2
2025-06-09,North-Eastern,Assam,Moderate_Rain,34.8,65.5
2025-06-09,North-Eastern,Meghalaya,Clear,27.6,4.8
2025-06-09,North-Eastern,Manipur,Moderate_Rain,28.3,66.8
2025-06-09,North-Eastern,Nagaland,Moderate_Rain,33.4,70.1
2025-06-09,North-Eastern,Tripura,Moderate_Rain,32.8,82.6
2025-06-10,Northern,Delhi,Moderate_Rain,25.2,30.4
2025-06-10,Northern,Punjab,Clear,34.4,1.4
2025-06-10,Northern,Haryana,Moderate_Rain,32.2,54.9
2025-06-10,Northern,Himachal Pradesh,Clear,30.9,0.3
2025-06-10,Northern,Uttarakhand,Moderate_Rain,26.5,19.6
2025-06-10,Northern,Jammu & Kashmir,Moderate_Rain,27.2,86.0
2025-06-10,Western,Maharashtra,Moderate_Rain,26.5,51.8
2025-06-10,Western,Gujarat,Heavy_Rain,30.1,72.8
2025-06-10,Western,Rajasthan,Clear,29.2,3.7
2025-06-10,Western,Goa,Moderate_Rain,27.4,36.9
2025-06-10,Eastern,West Bengal,Clear,31.6,4.7
2025-06-10,Eastern,Odisha,Moderate_Rain,25.6,93.4
2025-06-10,Eastern,Bihar,Clear,26.5,4.1
2025-06-10,Eastern,Jharkhand,Clear,28.3,4.9
2025-06-10,Southern,Karnataka,Moderate_Rain,27.4,20.6
2025-06-10,Southern,Tamil Nadu,Clear,29.0,4.6
2025-06-10,Southern,Kerala,Moderate_Rain,33.5,46.5
2025-06-10,Southern,Andhra Pradesh,Moderate_Rain,33.0,31.9
2025-06-10,Southern,Telangana,Moderate_Rain,28.3,24.3
2025-06-10,North-Eastern,Assam,Clear,26.0,4.3
2025-06-10,North-Eastern,Meghalaya,Heavy_Rain,25.1,81.7
2025-06-10,North-Eastern,Manipur,Clear,25.9,2.5
2025-06-10,North-Eastern,Nagaland,Moderate_Rain,25.0,99.3
2025-06-10,North-Eastern,Tripura,Moderate_Rain,27.9,12.9
2025-06-11,Northern,Delhi,Moderate_Rain,34.2,71.1
2025-06-11,Northern,Punjab,Moderate_Rain,25.9,69.9
2025-06-11,Northern,Haryana,Moderate_Rain,28.3,90.4
2025-06-11,Northern,Himachal Pradesh,Heavy_Rain,25.8,99.7
2025-06-11,Northern,Uttarakhand,Heavy_Rain,33.2,65.3
2025-06-11,Northern,Jammu & Kashmir,Moderate_Rain,34.0,81.1
2025-06-11,Western,Maharashtra,Clear,30.9,0.5
2025-06-11,Western,Gujarat,Heavy_Rain,27.8,84.9
2025-06-11,Western,Rajasthan,Heavy_Rain,33.5,51.6
2025-06-11,Western,Goa,Moderate_Rain,32.0,67.9
2025-06-11,Eastern,West Bengal,Heavy_Rain,27.2,54.7
2025-06-11,Eastern,Odisha,Moderate_Rain,33.5,12.9
2025-06-11,Eastern,Bihar,Moderate_Rain,33.1,72.5
2025-06-11,Eastern,Jharkhand,Moderate_Rain,28.1,95.7
2025-06-11,Southern,Karnataka,Clear,34.3,2.1
2025-06-11,Southern,Tamil Nadu,Moderate_Rain,27.1,70.0
2025-06-11,Southern,Kerala,Clear,26.6,0.7
2025-06-11,Southern,Andhra Pradesh,Heavy_Rain,33.8,15.3
2025-06-11,Southern,Telangana,Moderate_Rain,29.5,19.7
2025-06-11,North-Eastern,Assam,Moderate_Rain,27.8,75.0
2025-06-11,North-Eastern,Meghalaya,Moderate_Rain,30.8,71.9
2025-06-11,North-Eastern,Manipur,Clear,26.2,2.2
2025-06-11,North-Eastern,Nagaland,Moderate_Rain,27.1,94.4
2025-06-11,North-Eastern,Tripura,Clear,28.6,3.3
2025-06-12,Northern,Delhi,Clear,25.7,1.0
2025-06-12,Northern,Punjab,Heavy_Rain,33.0,85.7
2025-06-12,Northern,Haryana,Clear,30.0,0.9
2025-06-12,Northern,Himachal Pradesh,Clear,33.6,3.9
2025-06-12,Northern,Uttarakhand,Clear,28.3,0.7
2025-06-12,Northern,Jammu & Kashmir,Clear,34.6,3.3
2025-06-12,Western,Maharashtra,Moderate_Rain,32.8,10.7
2025-06-12,Western,Gujarat,Moderate_Rain,29.9,47.4
2025-06-12,Western,Rajasthan,Moderate_Rain,33.8,23.3
2025-06-12,Western,Goa,Moderate_Rain,30.0,56.2
2025-06-12,Eastern,West Bengal,Moderate_Rain,32.2,91.7
2025-06-12,Eastern,Odisha,Clear,25.1,0.2
2025-06-12,Eastern,Bihar,Moderate_Rain,33.0,74.0
2025-06-12,Eastern,Jharkhand,Moderate_Rain,26.0,40.3
2025-06-12,Southern,Karnataka,Moderate_Rain,28.3,29.0
2025-06-12,Southern,Tamil Nadu,Moderate_Rain,33.9,57.8
2025-06-12,Southern,Kerala,Moderate_Rain,34.5,49.1
2025-06-12,Southern,Andhra Pradesh,Heavy_Rain,32.2,50.9
2025-06-12,Southern,Telangana,Moderate_Rain,32.6,58.5
2025-06-12,North-Eastern,Assam,Heavy_Rain,25.2,35.6
2025-06-12,North-Eastern,Meghalaya,Heavy_Rain,33.8,52.7
2025-06-12,North-Eastern,Manipur,Clear,31.1,4.6
2025-06-12,North-Eastern,Nagaland,Moderate_Rain,33.3,93.1
2025-06-12,North-Eastern,Tripura,Moderate_Rain,28.0,50.4
2025-06-13,Northern,Delhi,Heavy_Rain,31.7,83.5
2025-06-13,Northern,Punjab,Moderate_Rain,25.0,45.5
2025-06-13,Northern,Haryana,Moderate_Rain,34.5,13.6
2025-06-13,Northern,Himachal Pradesh,Clear,25.0,1.2
2025-06-13,Northern,Uttarakhand,Heavy_Rain,33.0,96.3
2025-06-13,Northern,Jammu & Kashmir,Moderate_Rain,34.0,58.2
2025-06-13,Western,Maharashtra,Clear,33.7,0.1
2025-06-13,Western,Gujarat,Moderate_Rain,31.6,79.2
2025-06-13,Western,Rajasthan,Clear,27.1,4.9
2025-06-13,Western,Goa,Moderate_Rain,33.6,80.2
2025-06-13,Eastern,West Bengal,Clear,28.3,2.8
2025-06-13,Eastern,Odisha,Moderate_Rain,29.3,11.3
2025-06-13,Eastern,Bihar,Moderate_Rain,34.5,68.2
2025-06-13,Eastern,Jharkhand,Heavy_Rain,34.3,19.0
2025-06-13,Southern,Karnataka,Moderate_Rain,27.9,25.2
2025-06-13,Southern,Tamil Nadu,Moderate_Rain,34.1,47.4
2025-06-13,Southern,Kerala,Moderate_Rain,28.6,75.6
2025-06-13,Southern,Andhra Pradesh,Moderate_Rain,30.4,37.9
2025-06-13,Southern,Telangana,Heavy_Rain,26.6,16.9
2025-06-13,North-Eastern,Assam,Heavy_Rain,25.0,86.8
2025-06-13,North-Eastern,Meghalaya,Moderate_Rain,32.7,15.9
2025-06-13,North-Eastern,Manipur,Moderate_Rain,26.1,96.9
2025-06-13,North-Eastern,Nagaland,Clear,30.0,1.7
2025-06-13,North-Eastern,Tripura,Clear,29.8,2.6
2025-06-14,Northern,Delhi,Moderate_Rain,28.6,80.7
2025-06-14,Northern,Punjab,Heavy_Rain,28.9,41.8
2025-06-14,Northern,Haryana,Moderate_Rain,27.5,59.1
2025-06-14,Northern,Himachal Pradesh,Heavy_Rain,31.2,92.0
2025-06-14,Northern,Uttarakhand,Heavy_Rain,26.6,99.3
2025-06-14,Northern,Jammu & Kashmir,Moderate_Rain,33.2,24.4
2025-06-14,Western,Maharashtra,Moderate_Rain,34.2,53.1
2025-06-14,Western,Gujarat,Moderate_Rain,33.5,12.7
2025-06-14,Western,Rajasthan,Clear,30.1,0.5
2025-06-14,Western,Goa,Clear,26.9,1.1
2025-06-14,Eastern,West Bengal,Clear,32.5,3.9
2025-06-14,Eastern,Odisha,Heavy_Rain,32.4,97.9
2025-06-14,Eastern,Bihar,Clear,29.6,2.8
2025-06-14,Eastern,Jharkhand,Moderate_Rain,27.0,67.8
2025-06-14,Southern,Karnataka,Heavy_Rain,26.9,13.3
2025-06-14,Southern,Tamil Nadu,Moderate_Rain,31.6,11.5
2025-06-14,Southern,Kerala,Moderate_Rain,29.2,68.4
2025-06-14,Southern,Andhra Pradesh,Heavy_Rain,33.6,97.3
2025-06-14,Southern,Telangana,Heavy_Rain,26.0,22.1
2025-06-14,North-Eastern,Assam,Heavy_Rain,29.7,63.4
2025-06-14,North-Eastern,Meghalaya,Moderate_Rain,33.1,20.8
2025-06-14,North-Eastern,Manipur,Moderate_Rain,30.4,32.1
2025-06-14,North-Eastern,Nagaland,Clear,33.6,1.5
2025-06-14,North-Eastern,Tripura,Heavy_Rain,31.6,94.5
2025-06-15,Northern,Delhi,Moderate_Rain,33.2,72.6
2025-06-15,Northern,Punjab,Moderate_Rain,33.5,35.3
2025-06-15,Northern,Haryana,Heavy_Rain,28.6,97.8
2025-06-15,Northern,Himachal Pradesh,Clear,28.0,1.5
2025-06-15,Northern,Uttarakhand,Heavy_Rain,27.9,12.4
2025-06-15,Northern,Jammu & Kashmir,Moderate_Rain,33.7,74.1
2025-06-15,Western,Maharashtra,Heavy_Rain,26.0,42.6
2025-06-15,Western,Gujarat,Moderate_Rain,28.2,79.1
2025-06-15,Western,Rajasthan,Heavy_Rain,27.1,26.4
2025-06-15,Western,Goa,Heavy_Rain,27.8,30.8
2025-06-15,Eastern,West Bengal,Heavy_Rain,30.5,83.0
2025-06-15,Eastern,Odisha,Moderate_Rain,31.6,91.6
2025-06-15,Eastern,Bihar,Heavy_Rain,32.5,90.6
2025-06-15,Eastern,Jharkhand,Heavy_Rain,33.8,38.1
2025-06-15,Southern,Karnataka,Heavy_Rain,27.7,69.2
2025-06-15,Southern,Tamil Nadu,Heavy_Rain,25.9,22.3
2025-06-15,Southern,Kerala,Heavy_Rain,29.8,19.6
2025-06-15,Southern,Andhra Pradesh,Clear,29.1,4.0
2025-06-15,Southern,Telangana,Heavy_Rain,30.9,33.8
2025-06-15,North-Eastern,Assam,Moderate_Rain,26.7,17.4
2025-06-15,North-Eastern,Meghalaya,Heavy_Rain,25.2,66.8
2025-06-15,North-Eastern,Manipur,Moderate_Rain,26.3,75.6
2025-06-15,North-Eastern,Nagaland,Moderate_Rain,25.1,99.1
2025-06-15,North-Eastern,Tripura,Moderate_Rain,32.3,61.9
2025-06-16,Northern,Delhi,Moderate_Rain,27.4,54.3
2025-06-16,Northern,Punjab,Clear,31.7,1.1
2025-06-16,Northern,Haryana,Moderate_Rain,27.9,84.3
2025-06-16,Northern,Himachal Pradesh,Moderate_Rain,30.9,46.4
2025-06-16,Northern,Uttarakhand,Moderate_Rain,31.2,34.2
2025-06-16,Northern,Jammu & Kashmir,Heavy_Rain,27.5,73.6
2025-06-16,Western,Maharashtra,Clear,26.1,0.0
2025-06-16,Western,Gujarat,Moderate_Rain,31.9,77.2
2025-06-16,Western,Rajasthan,Moderate_Rain,30.8,83.3
2025-06-16,Western,Goa,Moderate_Rain,25.4,21.9
2025-06-16,Eastern,West Bengal,Moderate_Rain,32.3,77.0
2025-06-16,Eastern,Odisha,Clear,27.2,0.7
2025-06-16,Eastern,Bihar,Heavy_Rain,31.5,61.7
2025-06-16,Eastern,Jharkhand,Heavy_Rain,25.1,84.7
2025-06-16,Southern,Karnataka,Heavy_Rain,29.5,40.7
2025-06-16,Southern,Tamil Nadu,Moderate_Rain,32.9,75.2
2025-06-16,Southern,Kerala,Moderate_Rain,29.1,39.3
2025-06-16,Southern,Andhra Pradesh,Moderate_Rain,27.0,49.9
2025-06-16,Southern,Telangana,Moderate_Rain,28.5,28.6
2025-06-16,North-Eastern,Assam,Moderate_Rain,34.5,54.1
2025-06-16,North-Eastern,Meghalaya,Clear,25.0,0.2
2025-06-16,North-Eastern,Manipur,Clear,32.8,0.8
2025-06-16,North-Eastern,Nagaland,Heavy_Rain,30.2,77.3
2025-06-16,North-Eastern,Tripura,Moderate_Rain,33.8,47.2
2025-06-17,Northern,Delhi,Moderate_Rain,26.8,35.5
2025-06-17,Northern,Punjab,Heavy_Rain,32.6,52.6
2025-06-17,Northern,Haryana,Heavy_Rain,28.5,62.8
2025-06-17,Northern,Himachal Pradesh,Moderate_Rain,31.9,50.4
2025-06-17,Northern,Uttarakhand,Moderate_Rain,34.6,85.6
2025-06-17,Northern,Jammu & Kashmir,Moderate_Rain,27.2,24.4
2025-06-17,Western,Maharashtra,Moderate_Rain,27.3,11.5
2025-06-17,Western,Gujarat,Clear,34.9,1.9
2025-06-17,Western,Rajasthan,Moderate_Rain,32.2,19.9
2025-06-17,Western,Goa,Moderate_Rain,27.7,72.1
2025-06-17,Eastern,West Bengal,Moderate_Rain,25.2,77.2
2025-06-17,Eastern,Odisha,Heavy_Rain,27.8,31.7
2025-06-17,Eastern,Bihar,Moderate_Rain,31.7,78.2
2025-06-17,Eastern,Jharkhand,Moderate_Rain,34.8,66.5
2025-06-17,Southern,Karnataka,Heavy_Rain,25.2,23.4
2025-06-17,Southern,Tamil Nadu,Clear,25.0,2.8
2025-06-17,Southern,Kerala,Moderate_Rain,32.3,26.9
2025-06-17,Southern,Andhra Pradesh,Clear,33.0,1.3
2025-06-17,Southern,Telangana,Moderate_Rain,31.7,66.6
2025-06-17,North-Eastern,Assam,Moderate_Rain,29.7,18.6
2025-06-17,North-Eastern,Meghalaya,Moderate_Rain,28.2,90.1
2025-06-17,North-Eastern,Manipur,Moderate_Rain,32.6,42.1
2025-06-17,North-Eastern,Nagaland,Moderate_Rain,29.3,54.4
2025-06-17,North-Eastern,Tripura,Heavy_Rain,26.0,72.1
2025-06-18,Northern,Delhi,Moderate_Rain,33.7,30.8
2025-06-18,Northern,Punjab,Moderate_Rain,30.3,52.0
2025-06-18,Northern,Haryana,Heavy_Rain,34.9,19.2
2025-06-18,Northern,Himachal Pradesh,Clear,27.2,3.6
2025-06-18,Northern,Uttarakhand,Moderate_Rain,26.0,29.7
2025-06-18,Northern,Jammu & Kashmir,Moderate_Rain,30.9,11.1
2025-06-18,Western,Maharashtra,Heavy_Rain,31.4,99.2
2025-06-18,Western,Gujarat,Clear,25.9,4.5
2025-06-18,Western,Rajasthan,Moderate_Rain,25.9,65.1
2025-06-18,Western,Goa,Moderate_Rain,30.4,81.2
2025-06-18,Eastern,West Bengal,Moderate_Rain,31.9,14.0
2025-06-18,Eastern,Odisha,Moderate_Rain,32.0,69.2
2025-06-18,Eastern,Bihar,Heavy_Rain,29.9,93.4
2025-06-18,Eastern,Jharkhand,Moderate_Rain,33.9,81.6
2025-06-18,Southern,Karnataka,Heavy_Rain,30.8,18.0
2025-06-18,Southern,Tamil Nadu,Moderate_Rain,32.0,10.0
2025-06-18,Southern,Kerala,Moderate_Rain,30.6,77.8
2025-06-18,Southern,Andhra Pradesh,Moderate_Rain,26.0,12.4
2025-06-18,Southern,Telangana,Heavy_Rain,26.9,70.1
2025-06-18,North-Eastern,Assam,Moderate_Rain,25.5,31.1
2025-06-18,North-Eastern,Meghalaya,Moderate_Rain,27.1,27.6
2025-06-18,North-Eastern,Manipur,Moderate_Rain,25.6,36.5
2025-06-18,North-Eastern,Nagaland,Clear,26.3,1.1
2025-06-18,North-Eastern,Tripura,Heavy_Rain,32.2,75.3
2025-06-19,Northern,Delhi,Moderate_Rain,33.8,66.4
2025-06-19,Northern,Punjab,Moderate_Rain,29.3,85.1
2025-06-19,Northern,Haryana,Heavy_Rain,26.6,85.0
2025-06-19,Northern,Himachal Pradesh,Clear,28.7,0.0
2025-06-19,Northern,Uttarakhand,Moderate_Rain,33.9,71.6
2025-06-19,Northern,Jammu & Kashmir,Heavy_Rain,26.6,17.6
2025-06-19,Western,Maharashtra,Heavy_Rain,26.1,23.8
2025-06-19,Western,Gujarat,Moderate_Rain,26.7,73.0
2025-06-19,Western,Rajasthan,Moderate_Rain,26.6,89.8
2025-06-19,Western,Goa,Moderate_Rain,29.2,95.8
2025-06-19,Eastern,West Bengal,Clear,27.6,1.4
2025-06-19,Eastern,Odisha,Moderate_Rain,33.0,93.4
2025-06-19,Eastern,Bihar,Heavy_Rain,28.0,27.7
2025-06-19,Eastern,Jharkhand,Clear,33.7,4.6
2025-06-19,Southern,Karnataka,Heavy_Rain,26.3,81.7
2025-06-19,Southern,Tamil Nadu,Heavy_Rain,32.0,30.7
2025-06-19,Southern,Kerala,Heavy_Rain,28.9,60.4
2025-06-19,Southern,Andhra Pradesh,Moderate_Rain,26.8,14.8
2025-06-19,Southern,Telangana,Moderate_Rain,27.4,81.9
2025-06-19,North-Eastern,Assam,Heavy_Rain,31.1,55.8
2025-06-19,North-Eastern,Meghalaya,Heavy_Rain,30.5,31.7
2025-06-19,North-Eastern,Manipur,Moderate_Rain,25.9,57.3
2025-06-19,North-Eastern,Nagaland,Moderate_Rain,26.4,39.9
2025-06-19,North-Eastern,Tripura,Moderate_Rain,29.9,14.0
2025-06-20,Northern,Delhi,Moderate_Rain,32.9,22.6
2025-06-20,Northern,Punjab,Heavy_Rain,31.2,56.6
2025-06-20,Northern,Haryana,Heavy_Rain,31.3,48.0
2025-06-20,Northern,Himachal Pradesh,Heavy_Rain,28.2,76.4
2025-06-20,Northern,Uttarakhand,Moderate_Rain,34.9,71.3
2025-06-20,Northern,Jammu & Kashmir,Moderate_Rain,32.7,12.7
2025-06-20,Western,Maharashtra,Heavy_Rain,31.9,79.8
2025-06-20,Western,Gujarat,Heavy_Rain,26.6,17.5
2025-06-20,Western,Rajasthan,Heavy_Rain,26.9,17.4
2025-06-20,Western,Goa,Heavy_Rain,33.9,49.5
2025-06-20,Eastern,West Bengal,Moderate_Rain,31.3,15.2
2025-06-20,Eastern,Odisha,Heavy_Rain,34.9,74.7
2025-06-20,Eastern,Bihar,Moderate_Rain,26.2,44.1
2025-06-20,Eastern,Jharkhand,Moderate_Rain,27.6,77.7
2025-06-20,Southern,Karnataka,Heavy_Rain,26.5,59.1
2025-06-20,Southern,Tamil Nadu,Clear,30.2,1.4
2025-06-20,Southern,Kerala,Heavy_Rain,33.2,23.6
