item_code,project_title,serial_number,description,unit,quantity,rate_per_unit,total_cost,material_category,shelf_life,reorder_frequency,procurement_lead_time,has_components,component_count
0811,Cost Data for laying of 1 Km. 22 KV 3 C 95 mm 2 XLPE under ground Cable,3,RCC Tiles (0.6 x 0.5) Mtrs.,No.,940.0,104.0,97760.0,other,Variable,As needed,1-2 weeks,No,0
0811,Cost Data for laying of 1 Km. 22 KV 3 C 95 mm 2 XLPE under ground Cable,4,22 KV st. through joints for 3 C / 95 mm sq.,No,2.0,12077.0,24154.0,other,Variable,As needed,1-2 weeks,No,0
0811,Cost Data for laying of 1 Km. 22 KV 3 C 95 mm 2 XLPE under ground Cable,5,22 KV Termination joint (OD) for 3 C / 95 mm sq.,No.,2.0,7381.0,14762.0,other,Variable,As needed,1-2 weeks,No,0
0811,Cost Data for laying of 1 Km. 22 KV 3 C 95 mm 2 XLPE under ground Cable,6,Sand,Cmt,250.0,222.0,55500.0,other,Variable,As needed,1-2 weeks,No,0
0811,Cost Data for laying of 1 Km. 22 KV 3 C 95 mm 2 XLPE under ground Cable,7,Misc. for XLPE U/G Cable,LS,1.0,1050.0,1050.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",1,"Power Transformer 22/11 KV, 10 MVA (DY-11)",No.,1.0,4769649.0,4769649.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",2,C&R panel for 22 KV Transformer with Diff. Protection,No.,1.0,113866.0,113866.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",3,22 kV 1000 MVA 1600 Amp.IN Door Type VCB,No.,1.0,985167.0,985167.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",4,"XLPE Cable 22 KV, 3 C / 300 mm sq.",Mtr.,100.0,1464.0,146400.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",5,22 kV Heat shrik Indoor termination joint (AI) kit for XLPE 3 C X 300 sgrnm,No.,4.0,12874.0,51496.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",6,22 kV SF6 Isolator,No.,2.0,409598.0,819196.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",7,Foundation for 22 kV Isolators,Cmt.,5.2,3027.0,15740.4,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",8,"RSJ 152x152, 13 m long",No.,2.0,21562.0,43124.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",9,Concreting ration 1:3:6,Cmt.,2.02,3027.0,6114.54,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",10,22 KV Lightning Arrestors (Screw type),Set,1.0,8568.0,8568.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",11,Marshalling Box,No.,2.0,4284.0,8568.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",12,0.2 ACSR or equivalent AAAC Loop Connector,No.,12.0,820.0,9840.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",13,Clamps for 22 KV Isolator,No.,12.0,1020.0,12240.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",14,Transformer Clamps,No.,6.0,721.0,4326.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",15,AAAC 232 mm2,Mtr.,50.0,127.4,6370.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",16,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",17,11kV I D switchgear (1 IIc+1 BIIc+4O/G),Set,1.0,1703020.0,1703020.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",18,"XLPE Cable 11 KV, 3 C / 300 mm sq.",Mtr.,1000.0,1194.0,1194000.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",19,11 kV heat shrinkable Indoor termination joint kit for 3 C X 300 sgrnm,No.,24.0,1662.0,39888.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",20,"Battery set 30 Volt, 100 AH with Battery charger",No.,1.0,72000.0,72000.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21,Control cables for S/S as per Sheet no. 1,No.,1.0,237889.0,237889.0,electrical,Long (>5 years),As needed,2-4 weeks,Yes,9
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,Armoured Copper control cable 19C X 2.5 Sq mm,Mtr.,200.0,331.39,66278.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,Armoured Copper control cable 12C X 2.5 Sq mm,Mtr.,200.0,216.24,43248.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,Armoured Copper control cable 4C X 2.5 Sq mm,Mtr.,200.0,87.6,17520.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,Armoured Copper control cable 2Cx2.5 sq.mm.,Mtr.,100.0,55.11,5511.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,Mtr.,100.0,78.0,7800.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,"Cable Trays 2.5 Mtr. X 6"" W",No.,100.0,333.0,33300.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,G.I Angles (50X50X6mm) forcable tray,Kg.,400.0,70.08,28032.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,Sand,Cmt.,150.0,222.0,33300.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",21-SUB,"Sundries e.g. Ferulls, Glands, Lugs etc.",L.S.,1.0,2900.0,2900.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22,Earthing complete as per Sheet no. 2,Set,1.0,54433.5,54433.5,other,Variable,As needed,1-2 weeks,Yes,7
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,Earthing HDG Flat 75 X 10 mm,kg.,150.0,66.78,10017.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,Earthing HDG Flat 50 X 6 mm,kg.,75.0,66.78,5008.5,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,C.I. Plates 2' X 2',No.,4.0,247.0,988.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,"C.I. Pipes 4"" dia 3 Metre Long",No.,4.0,7230.0,28920.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,Salt,kg.,300.0,7.0,2100.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,Coal,kg.,300.0,15.0,4500.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",22-SUB,"Sundries e.g. Ferulls, Glands, Lugs etc.",L.S.,1.0,2900.0,2900.0,other,Variable,As needed,1-2 weeks,No,0
0402B,"Cost data for 22/11 KV, 1 X 10 MVA Indoor S/s",23,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",1,33 KV Lightning Arrestors (Station type),Set,2.0,13571.0,27142.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",2,33 KV Isolators with EB (800 A),Set,1.0,55190.0,55190.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",3,33 KV Isolators without EB (800 Amp.),Set,3.0,50510.0,151530.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",4,33 KV Post Insulator,Nos,3.0,918.0,2754.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",5,Disc Insulator 11 KV 70 KN,Nos,18.0,344.0,6192.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",6,AAAC 232 mm2,MTR,200.0,127.4,25480.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",7,Strain Hardware for AAAC232 sq.mm.,Nos,6.0,603.0,3618.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8,Earthing complete as per Sheet no. 1,Set,1.0,240980.0,240980.0,other,Variable,As needed,1-2 weeks,Yes,6
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,M.S.Flat 50 x 6 mm,Kg.,1500.0,48.5,72750.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,Earthing Sets H.T of C.I.pipe 150 mm 3 mtr.,No.,22.0,6300.0,138600.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,Coal,Kg.,1310.0,15.0,19650.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,Salt,Kg.,1310.0,7.0,9170.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,RCC Ring work for earthing pits,No.,0.0,266.0,0.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",8-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",9,"Power Transformer 33/11 KV, 10 MVA",No,1.0,4687202.0,4687202.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",10,33 kV C. T. (400-200/1-1-1),Nos,3.0,25011.0,75033.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",11,33 KV VCB complete 1600 Amp (O.D.),Set,1.0,204195.0,204195.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",12,C&R panel for 33 KV Transformer with Diff. Protection,No,1.0,62334.0,62334.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",13,33 kV Pin Insulators with G.I. Pins,Nos,6.0,541.0,3246.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",14,Structure for 33 KV CT as per Sheet no. 2,No,1.0,31754.0,31754.0,other,Variable,As needed,1-2 weeks,Yes,4
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",14-SUB,Structure for 33 KV CT,Kg.,360.0,51.8,18648.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",14-SUB,Structure for 33 KV L.A.,Kg.,155.0,51.8,8029.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",14-SUB,Structure for Power T/F Neutral Earthing,Kg.,50.0,51.8,2590.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",14-SUB,G.I.Nut Bolts,Kg.,30.0,82.9,2487.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",15,G.I.Nut Bolts,KG,150.0,82.9,12435.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",16,"11 kv 250 MVA OD Switchgears comprising of 1 Incomer and 3 single feeder with associated OD panels, Islators, C.T. & P.T. etc.",Set,1.0,852243.0,852243.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",17,11 kV Pin Insulators with G.I. Pins,No,12.0,135.0,1620.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",18,L.As. 11 KV (Gapless type) with disconector,Set,1.0,1268.0,1268.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19,Take off structure for 3 outgoing feeder as per Sheet no. 3,No.,1.0,327608.2,327608.2,other,Variable,As needed,1-2 weeks,Yes,17
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,"11KV A.B. Switch, 400 A",Nos.,3.0,9240.0,27720.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,Strain Hardware for AAAC232 sq.mm.,Nos.,36.0,603.0,21708.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,AAAC 232 mm2,Rmt.,150.0,127.4,19110.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,PANTHER TO PANTHER or equivalent AAAC,Nos.,18.0,718.0,12924.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,18.0,3352.0,60336.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",19-SUB,Miscelleneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20,Clamps and Connectors as per Sheet no. 4,No.,1.0,189906.0,189906.0,other,Variable,As needed,1-2 weeks,Yes,6
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,PANTHER TO PANTHER or equivalent AAAC,Nos.,30.0,718.0,21540.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,30.0,3352.0,100560.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,Clamps for 33 KV Isolator,Nos.,24.0,992.0,23808.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,Connectors for T/F Bushing,Nos.,6.0,3783.0,22698.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,Clamps for 33 KV C.T.,Nos.,6.0,1450.0,8700.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",20-SUB,Clamps for 33 KV V.C.B.,Nos.,6.0,2100.0,12600.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21,Structure for 11 KV Main Bus as per Sheet no. 5,No.,1.0,266852.2,266852.2,other,Variable,As needed,1-2 weeks,Yes,15
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,Strain Hardware for AAAC232 sq.mm.,Nos.,36.0,603.0,21708.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,AAAC 232 mm2,Rmt.,150.0,127.4,19110.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,12.0,3352.0,40224.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",21-SUB,Miscellaneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22,Control cables for S/S as per Sheet no. 6,No.,1.0,85383.45,85383.45,electrical,Long (>5 years),As needed,2-4 weeks,Yes,6
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,Armoured Copper control cable 19C X 2.5 Sq mm,Rmt,125.0,331.39,41423.75,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,Armoured Copper control cable 12C X 2.5 Sq mm,Rmt,130.0,216.24,28111.2,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,Armoured Copper control cable 4C X 2.5 Sq mm,Rmt,55.0,87.6,4818.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,Armoured Copper control cable 2Cx2.5 sq.mm.,Rmt,50.0,55.11,2755.5,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,RMT,100.0,78.0,7800.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",22-SUB,Miscellaneous material,L.S,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
8302,"Cost data for Additional 33/11 KV, 1x 10 MVA ( Outdoor) without Gantry Structure",23,AC Distribution Board 'B' type,No.,1.0,24325.0,24325.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",1,"Power Transformer 33/11 KV, 10 MVA",No,1.0,4687202.0,4687202.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",2,C&R panel for 33 KV Transformer with Diff. Protection,No,1.0,62334.0,62334.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",3,33 kV C. T. (400-200/1-1-1),Nos,3.0,25011.0,75033.0,other,Variable,As needed,1-2 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",4,33 KV VCB complete 1600 Amp (O.D.),Set,1.0,204195.0,204195.0,other,Variable,As needed,1-2 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",5,33 KV Lightning Arrestors (Station type),Set,2.0,13571.0,27142.0,other,Variable,As needed,1-2 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",6,33 KV Isolators without EB (800 Amp.),Set,2.0,50510.0,101020.0,other,Variable,As needed,1-2 weeks,No,0
0203,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x10 MVA Power T/F ( Outdoor)",7,"Battery set 30 Volt, 100 AH with Battery charger",No.,1.0,72000.0,72000.0,other,Variable,As needed,1-2 weeks,No,0
